gene,mean_cpm,std_cpm,cv
SYS1,28.74519413625648,8.874346633105683,0.3087245329093957
AATF,50.906870602523774,15.717689680355871,0.30875379873727
ATOSB,149.50909156317763,46.161792049129204,0.3087557523525099
TSSC4,39.32963761163514,12.143636507014763,0.30876553267356405
SLC50A1,22.219501388436953,6.861027381155017,0.30878403890401884
RBCK1,149.7897377716667,46.25346826926535,0.3087892999704174
DEF6,216.63022445642923,66.92600002128233,0.3089411931747462
UBE2R2,268.88585071229227,83.08846597903448,0.30901018316482226
VAMP3,110.01708518025156,33.99783439875224,0.30902322437510793
ATP6V1H,23.969677884985597,7.412030458452002,0.3092252842953236
PREB,49.17162308731464,15.21019999263783,0.3093288168590428
CSNK2B,102.62342158531482,31.746676824287206,0.30935118254554556
TXNL4A,26.507237960121103,8.204037908364517,0.3095018017609797
RPA2,53.017922782035825,16.417965971146245,0.3096682236805622
UFD1,25.783970479667623,7.985171676245147,0.30969519153545366
ANKLE2,52.91818694061105,16.396864526067596,0.3098531048402971
VCP,181.70270393420975,56.38048226016572,0.31028972623643375
FAM222B,11.247855257548522,3.4904543197879314,0.3103217671160429
RPN1,174.69245718972994,54.2131007096932,0.3103345249234971
ANKRD11,105.99972777911829,32.91032846786201,0.3104755942056794
POLR2J,32.438092166856805,10.07753636640601,0.31066982344610883
PIP4P1,34.373533525494516,10.680824843041327,0.31072816052267255
UBAP1,232.18809585019335,72.15268649364299,0.31075101516055137
ATG4B,59.078156460782004,18.367582739278106,0.3109031127515142
KDELR2,39.19451361856114,12.186445278694766,0.3109222223623588
SMARCD2,85.03892066526252,26.45130576879673,0.31104940610566567
SF3B4,68.5962001875973,21.342778166496117,0.31113644936786233
ZFYVE27,51.50027133859631,16.03137200872225,0.3112871367865535
XRCC5,239.84965492914534,74.6710475069952,0.31132438997693773
